date,time,latitude,longitude,depth,magnitude,magtype,source
2017-10-02,16:22:25,71.62,129.15,5.0,2.4,M,db_earthquakes_of_Russia
2017-10-12,17:34:23,72.4,144.92,15.0,2.7,M,db_earthquakes_of_Russia
2017-10-28,10:11:46,71.66,126.99,10.0,2.9,M,db_earthquakes_of_Russia
2017-11-15,09:55:31,70.07,138.86,19.0,2.1,M,db_earthquakes_of_Russia
2017-11-30,21:24:12,71.2,131.71,21.0,3.2,M,db_earthquakes_of_Russia
2018-01-08,18:13:14,71.68,118.96,10.0,1.8,M,db_earthquakes_of_Russia
2018-01-16,07:46:04,71.9898,127.7396,15.35,4.4,mb,USGS
2018-01-16,12:58:21,72.11,127.84,3.0,1.8,M,db_earthquakes_of_Russia
2018-01-17,21:04:58,70.7952,128.0057,0.0,3.5,mb,ISC
2018-01-18,05:37:20,71.97,123.48,2.0,2.4,M,db_earthquakes_of_Russia
2018-01-18,06:21:40,71.96,123.79,3.0,1.8,M,db_earthquakes_of_Russia
2018-01-18,06:35:59,71.95,123.59,5.0,2.5,M,db_earthquakes_of_Russia
2018-01-22,03:54:01,71.9893,128.0839,0.0,3.4,mb,ISC
2018-01-22,08:24:21,71.83,131.05,3.0,2.2,M,db_earthquakes_of_Russia
2018-02-03,22:46:19,72.17,125.56,10.0,1.9,M,db_earthquakes_of_Russia
2018-02-07,11:47:36,71.98,123.32,5.0,1.8,M,db_earthquakes_of_Russia
2018-02-09,22:20:39,71.42,122.52,10.0,1.8,M,db_earthquakes_of_Russia
2018-02-12,08:03:37,74.2,126.97,3.0,2.2,M,db_earthquakes_of_Russia
2018-02-17,08:42:26,73.97,129.19,26.0,2.6,M,db_earthquakes_of_Russia
2018-03-03,00:55:17,72.1417,133.8758,13.71,4.1,mb,ISC
2018-03-03,12:33:37,70.19,126.23,30.0,1.9,M,db_earthquakes_of_Russia
2018-03-08,19:59:56,72.36,127.16,30.0,2.1,M,db_earthquakes_of_Russia
2018-03-11,07:11:39,73.64,125.64,30.0,2.2,M,db_earthquakes_of_Russia
2018-03-16,17:53:20,70.32,128.0,10.0,2.0,M,db_earthquakes_of_Russia
2018-03-21,17:28:37,73.86,130.8,30.0,2.4,M,db_earthquakes_of_Russia
2018-04-08,17:46:43,75.69,139.52,15.0,1.8,M,db_earthquakes_of_Russia
2018-04-08,22:08:20,70.29,129.23,15.0,2.2,M,db_earthquakes_of_Russia
2018-04-09,14:10:51,72.27,129.03,15.0,2.6,M,db_earthquakes_of_Russia
2018-04-11,01:52:40,72.3,129.12,10.0,2.1,M,db_earthquakes_of_Russia
2018-04-13,17:26:31,72.23,125.28,28.0,2.4,M,db_earthquakes_of_Russia
2018-04-21,14:17:39,75.74,117.47,21.0,1.8,M,db_earthquakes_of_Russia
2018-04-27,00:27:47,79.40100000000001,123.8181,10.0,4.6,mb,ISC
2018-05-01,01:26:35,72.15,124.08,10.0,1.8,M,db_earthquakes_of_Russia
2018-05-02,08:42:09,71.77,130.69,10.0,2.2,M,db_earthquakes_of_Russia
2018-05-03,15:33:22,72.22,127.45,10.0,2.0,M,db_earthquakes_of_Russia
2018-05-03,18:32:54,72.26,127.54,10.0,2.3,M,db_earthquakes_of_Russia
2018-05-09,23:06:53,72.31,123.75,10.0,2.2,M,db_earthquakes_of_Russia
2018-05-10,00:12:42,72.23,123.68,10.0,1.9,M,db_earthquakes_of_Russia
2018-05-10,01:09:18,71.82,132.02,10.0,3.0,M,db_earthquakes_of_Russia
2018-05-11,12:29:36,70.53,139.76,8.0,2.3,M,db_earthquakes_of_Russia
2018-06-04,18:03:51,70.13,129.99,25.0,2.1,M,db_earthquakes_of_Russia
2018-06-09,20:54:23,71.28,136.73,10.0,3.7,M,db_earthquakes_of_Russia
2018-06-12,10:49:05,71.01,131.53,10.0,2.4,M,db_earthquakes_of_Russia
2018-07-15,14:12:30,74.94,131.52,2.0,2.8,M,db_earthquakes_of_Russia
2018-07-17,06:22:33,70.1,128.01,29.0,2.4,M,db_earthquakes_of_Russia
2018-07-17,22:55:56,70.17,126.43,23.0,2.4,M,db_earthquakes_of_Russia
2018-07-17,23:49:31,71.1,132.49,13.0,2.0,M,db_earthquakes_of_Russia
2018-07-20,18:29:05,73.98,123.61,18.0,3.7,M,db_earthquakes_of_Russia
2018-08-04,15:43:47,71.49,130.82,15.0,3.2,M,db_earthquakes_of_Russia
2018-08-08,03:06:10,71.9804,134.4512,15.07,4.4,mb,ISC
2018-08-08,16:00:42,71.61,133.43,15.0,2.7,M,db_earthquakes_of_Russia
2018-08-11,04:51:37,71.87,133.87,26.0,2.3,M,db_earthquakes_of_Russia
2018-08-19,22:09:00,70.22,135.27,30.0,1.8,M,db_earthquakes_of_Russia
2018-09-08,07:21:53,74.07,129.85,12.0,2.2,M,db_earthquakes_of_Russia
2018-09-16,16:52:31,73.05,125.39,30.0,1.8,M,db_earthquakes_of_Russia
2018-09-18,16:45:17,73.07,125.59,7.0,1.9,M,db_earthquakes_of_Russia
2018-09-19,21:31:40,73.11,125.48,2.0,2.2,M,db_earthquakes_of_Russia
2018-10-01,20:50:38,72.97,125.26,30.0,2.7,M,db_earthquakes_of_Russia
2018-10-02,07:18:56,73.04,125.62,5.0,1.9,M,db_earthquakes_of_Russia
2018-10-03,19:42:55,70.15,127.98,15.0,2.4,M,db_earthquakes_of_Russia
2018-10-09,10:15:54,70.95,140.2,10.0,2.9,M,db_earthquakes_of_Russia
2018-10-09,20:50:48,72.84,124.81,16.0,2.2,M,db_earthquakes_of_Russia
2018-10-11,14:32:02,73.04,125.4,5.0,1.8,M,db_earthquakes_of_Russia
2018-10-23,11:03:15,73.0,125.61,30.0,2.2,M,db_earthquakes_of_Russia
2018-10-27,02:19:39,70.14,128.33,15.0,1.9,M,db_earthquakes_of_Russia
2018-10-31,21:29:04,73.73,143.77,20.0,2.2,M,db_earthquakes_of_Russia
2018-11-04,06:49:46,71.89,126.37,19.0,2.4,M,db_earthquakes_of_Russia
2018-11-21,06:14:26,71.01,130.44,10.0,2.7,M,db_earthquakes_of_Russia
2018-11-24,03:38:55,70.45,128.59,4.0,1.9,M,db_earthquakes_of_Russia
2018-12-07,08:25:08,73.32,135.19,30.0,1.9,M,db_earthquakes_of_Russia
2018-12-10,19:24:48,74.83,134.22,30.0,2.4,M,db_earthquakes_of_Russia
2018-12-13,07:34:31,70.67,139.89,30.0,2.1,M,db_earthquakes_of_Russia
2018-12-16,00:29:23,72.52,123.36,5.0,2.0,M,db_earthquakes_of_Russia
2019-04-09,10:05:59,76.212,134.1194,0.0,3.4,mb,ISC
2019-05-13,00:43:33,79.4127,123.9058,10.0,5.4,mww,USGS
2019-05-21,03:45:11,75.493,110.1978,10.0,4.8,mb,USGS
2019-08-04,13:22:56,71.4671,138.4826,10.0,4.3,mb,USGS
2019-08-05,10:14:57,77.328,136.1071,0.0,3.6,mb,ISC
2019-10-12,03:34:13,76.0592,132.231,0.0,3.7,mb,ISC
